,No Mhs,Kalkulus 1 TP1,Kalkulus TP2,Kalkulus 1 UTS,Kalkulus 1 UAS,Kalkulus 1 Rata-Rata,Data Sci IoT TP1,Data Sci IoT TP2,Data Sci IoT UTS,Data Sci IoT UAS,Data Sci IoT Rata-Rata,Keamanan Komp TP1,Keamanan Komp TP2,Keamanan Komp UTS,Keamanan Komp UAS,Keamanan Komp Rata-Rata,Jaringan Komp TP1,Jaringan Komp TP2,Jaringan Komp UTS,Jaringan Komp UAS,Jaringan Komp Rata-Rata,Machine Learning Lanjut TP1,Machine Learning Lanjut TP2,Machine Learning Lanjut UTS,Machine Learning Lanjut UAS,Machine Learning Lanjut Rata-Rata,Pemodelan B. Objek TP1,Pemodelan B. Objek TP2,Pemodelan B. Objek UTS,Pemodelan B. Objek UAS,Pemodelan B. Objek Rata-Rata,Pengolahan Gbr Data Sci TP1,Pengolahan Gbr Data Sci TP2,Pengolahan Gbr Data Sci TP3,Pengolahan Gbr Data Sci TP4,Pengolahan Gbr Data Sci Rata-Rata,Pemrograman Web TP1,Pemrograman Web TP2,Pemrograman Web UTS,Pemrograman Web UAS,Pemrograman Web Rata-Rata,Pemrograman Mobile TP1,Pemrograman Mobile TP2,Pemrograman Mobile UTS,Pemrograman Mobile UAS,Pemrograman Mobile Rata-Rata,Blockchain TP1,Blockchain TP2,Blockchain UTS,Blockchain UAS,Blockchain Rata-Rata,Topik Skripsi
690,690,9,9,8,9,9,12,8,9,10,10,12,12,11,10,11,9,10,11,10,10,9,6,4,6,6,9,11,8,6,8,12,11,7,10,10,7,4,4,6,5,7,11,7,7,8,10,12,8,6,9,Data Sci IoT
691,691,11,11,8,11,10,7,11,9,8,9,7,11,9,9,9,8,10,5,6,7,11,7,8,5,8,6,9,10,3,7,10,9,8,5,8,5,2,3,6,4,8,4,2,1,4,7,6,9,6,7,Data Sci IoT
692,692,3,5,1,2,3,3,6,3,7,5,4,1,6,2,3,4,2,5,6,4,8,10,4,8,8,5,3,3,4,4,3,4,7,2,4,3,4,8,8,6,5,7,5,9,6,8,4,2,3,4,Machine Learning Lanjut
693,693,5,2,5,4,4,10,12,7,7,9,6,9,4,6,6,8,7,5,8,7,8,9,11,9,9,10,9,6,7,8,10,12,12,8,10,7,3,3,6,5,12,12,8,9,10,5,1,5,6,4,Pemrograman Mobile
694,694,9,5,10,9,8,11,12,10,7,10,6,3,2,2,3,9,10,11,5,9,5,9,7,1,6,8,11,12,11,10,10,7,3,3,6,8,7,7,6,7,7,5,9,10,8,5,1,2,4,3,Jaringan Komp
695,695,5,8,1,5,5,5,9,10,8,8,10,10,7,11,10,11,7,5,6,7,8,12,11,4,9,7,9,6,9,8,7,11,12,9,10,9,6,5,5,6,12,8,8,7,9,11,8,9,5,8,Keamanan Komp
696,696,6,4,8,3,5,4,3,7,8,6,8,10,4,6,7,5,2,5,1,3,7,6,9,6,7,5,5,4,6,5,9,8,8,7,8,2,3,5,3,3,9,6,3,4,6,9,7,5,2,6,Pengolahan Gbr Data Sci
697,697,6,7,7,10,8,11,12,10,7,10,12,9,10,5,9,11,12,12,12,12,7,5,7,10,7,6,4,4,9,6,9,8,7,5,7,5,8,4,2,5,10,8,12,8,10,12,11,10,12,11,Jaringan Komp
698,698,10,10,9,9,10,10,10,6,4,8,12,11,12,11,12,11,10,12,10,11,10,11,11,6,10,10,10,7,11,10,9,12,11,7,10,12,12,9,6,10,10,6,10,8,8,6,2,3,4,4,Kalkulus 1
699,699,7,4,7,4,6,7,10,8,12,9,11,10,12,9,10,7,9,4,5,6,5,2,7,4,4,11,8,11,7,9,9,11,8,12,10,5,6,8,2,5,9,5,10,4,7,9,7,10,10,9,Keamanan Komp
700,700,7,10,5,1,6,6,9,6,7,7,4,2,5,1,3,3,2,4,3,3,3,4,6,4,4,5,6,7,4,6,4,1,5,4,4,7,6,6,9,7,4,4,5,4,4,6,9,2,3,5,Data Sci IoT
701,701,6,4,5,8,6,9,8,4,1,6,11,12,12,9,11,8,6,3,1,4,7,7,10,4,7,6,2,7,4,5,5,4,8,6,6,5,6,7,1,5,11,8,7,9,9,7,7,4,2,5,Pemrograman Mobile
702,702,5,2,4,6,4,5,3,6,8,6,7,10,6,9,8,11,11,8,9,10,8,10,10,5,8,6,8,5,3,6,6,9,11,6,8,6,10,4,6,6,12,10,10,6,10,11,8,10,8,9,Blockchain
703,703,11,7,10,11,10,6,10,2,2,5,7,11,12,6,9,5,9,8,9,8,10,11,8,7,9,9,9,10,6,8,11,10,7,12,10,5,5,10,5,6,12,10,8,5,9,12,11,12,10,11,Kalkulus 1
704,704,3,6,4,2,4,8,7,6,5,6,8,10,6,2,6,6,4,1,6,4,2,5,2,7,4,7,4,4,5,5,5,8,3,1,4,9,6,10,4,7,5,2,6,4,4,7,10,9,7,8,Data Sci IoT
705,705,12,8,4,1,6,5,1,1,2,2,11,12,8,7,10,7,8,3,7,6,12,9,9,5,9,8,11,8,6,8,6,10,6,11,8,8,12,8,6,8,11,11,10,12,11,9,6,9,7,8,Keamanan Komp
706,706,10,7,11,5,8,10,6,2,1,5,10,9,9,6,8,10,8,6,11,9,9,9,10,5,8,12,8,11,9,10,9,9,6,9,8,8,6,8,8,8,8,6,3,2,5,6,9,2,4,5,Jaringan Komp
707,707,11,10,12,10,11,5,5,2,7,5,11,9,7,4,8,8,6,9,9,8,5,1,1,1,2,10,8,11,10,10,11,8,7,6,8,5,5,3,6,5,11,8,10,10,10,5,1,5,1,3,Pemrograman Mobile
708,708,4,8,1,2,4,6,4,3,4,4,2,3,4,5,4,10,6,9,4,7,3,4,8,2,4,9,10,9,10,10,5,4,4,9,6,8,9,8,5,8,6,7,8,4,6,10,7,10,5,8,Blockchain
709,709,6,10,10,8,8,6,7,5,7,6,7,5,3,4,5,11,9,11,8,10,9,11,11,5,9,5,8,6,4,6,5,9,7,2,6,11,7,10,10,10,5,3,1,6,4,11,8,9,8,9,Machine Learning Lanjut
710,710,8,9,6,11,8,9,11,8,7,9,9,7,9,8,8,9,7,4,8,7,5,7,5,3,5,6,7,6,5,6,9,10,11,12,10,8,8,9,11,9,10,6,8,2,6,6,6,7,11,8,Pemrograman Web
711,711,11,8,11,8,10,10,12,10,10,10,9,5,3,7,6,11,11,10,8,10,12,10,6,9,9,5,8,1,2,4,7,6,7,11,8,7,10,6,6,7,10,6,3,6,6,9,6,9,2,6,Jaringan Komp
712,712,10,10,7,5,8,3,1,4,6,4,9,6,3,8,6,5,5,8,8,6,7,5,9,3,6,10,7,3,6,6,9,10,5,9,8,6,7,9,8,8,5,5,6,6,6,6,2,7,7,6,Kalkulus 1
713,713,11,9,10,8,10,7,6,3,2,4,5,4,5,6,5,11,12,8,7,10,11,12,9,5,9,8,6,4,6,6,10,6,11,3,8,12,8,8,8,9,5,5,8,6,6,6,7,6,11,8,Jaringan Komp
714,714,10,6,2,3,5,12,11,12,11,12,12,11,8,6,9,10,11,8,9,10,8,8,7,5,7,12,9,12,10,11,7,5,5,5,6,11,10,9,8,10,11,9,12,5,9,10,6,10,10,9,Jaringan Komp
715,715,7,8,3,4,6,11,7,3,2,6,5,4,4,7,5,9,7,6,7,7,7,5,7,1,5,8,9,10,6,8,8,6,3,3,5,10,10,6,3,7,11,7,12,3,8,12,11,8,9,10,Blockchain
716,716,4,4,1,5,4,4,7,4,1,4,2,4,6,2,4,3,6,3,5,4,2,4,7,4,4,3,7,1,2,3,3,7,2,6,4,2,4,1,5,3,8,9,5,4,6,2,6,3,5,4,Kalkulus 1
717,717,9,11,10,7,9,7,9,5,3,6,6,10,5,9,8,8,8,4,9,7,9,8,9,4,8,9,11,6,2,7,12,10,12,10,11,12,11,10,7,10,5,6,7,2,5,5,9,10,6,8,Kalkulus 1
718,718,5,8,8,2,6,12,11,8,9,10,5,8,10,2,6,7,8,4,2,5,11,10,7,9,9,9,11,5,5,8,9,6,7,6,7,5,6,10,10,8,8,12,10,10,10,9,10,10,7,9,Pemrograman Mobile
719,719,12,12,8,9,10,12,8,8,10,10,7,9,5,3,6,12,9,6,3,8,9,8,8,8,8,11,11,10,9,10,6,6,3,7,6,11,8,5,10,8,6,2,4,1,3,8,5,6,1,5,Pemodelan B. Objek
720,720,6,8,4,7,6,3,3,5,8,5,2,4,2,3,3,2,5,6,4,4,10,7,10,9,9,2,5,1,1,2,3,6,3,6,4,7,10,3,8,7,5,5,3,1,4,2,5,7,6,5,Kalkulus 1
721,721,7,8,7,7,7,8,10,11,10,10,12,9,10,12,11,9,9,10,11,10,7,7,10,4,7,10,6,3,7,6,12,9,9,9,10,11,7,6,10,8,5,8,10,4,7,7,8,3,7,6,Keamanan Komp
722,722,8,7,7,11,8,11,9,12,8,10,12,11,11,12,12,8,7,10,12,9,8,8,6,10,8,6,10,6,9,8,12,12,12,12,12,6,7,9,9,8,9,9,7,12,9,10,9,11,11,10,Pengolahan Gbr Data Sci
723,723,12,10,6,6,8,12,11,8,4,9,9,10,12,8,10,12,11,9,6,10,7,10,4,3,6,10,6,4,2,6,7,10,12,8,9,8,11,6,9,8,11,10,12,6,10,5,3,6,7,5,Pemrograman Mobile
724,724,9,8,6,2,6,9,8,5,4,6,5,1,4,6,4,2,4,6,5,4,10,8,8,8,8,9,5,4,9,7,6,7,7,5,6,7,10,10,3,8,6,3,3,1,3,4,3,1,5,3,Pemrograman Web
725,725,12,12,8,8,10,12,10,7,6,9,10,7,7,10,8,8,11,8,12,10,5,4,8,6,6,10,10,9,9,10,6,5,10,8,7,8,11,7,12,10,7,8,7,6,7,8,12,6,4,8,Pemodelan B. Objek
726,726,9,12,5,9,9,6,7,10,4,7,9,9,7,9,8,10,8,10,12,10,12,8,9,4,8,7,6,11,2,6,9,9,9,12,10,9,10,7,10,9,8,11,10,12,10,7,3,2,2,4,Pengolahan Gbr Data Sci
727,727,5,9,3,6,6,6,8,6,6,6,6,2,5,5,4,8,10,4,6,7,6,2,6,3,4,8,9,5,1,6,9,8,7,12,9,7,8,9,7,8,6,10,5,6,7,6,9,6,2,6,Pengolahan Gbr Data Sci
728,728,8,9,6,9,8,3,3,6,6,4,9,8,6,5,7,9,9,8,8,8,9,8,9,8,8,10,6,6,8,8,9,7,3,5,6,7,8,8,9,8,5,3,6,5,5,2,3,4,4,3,Machine Learning Lanjut
729,729,12,8,4,7,8,7,3,2,6,4,8,7,9,3,7,7,11,8,3,7,6,3,3,4,4,12,9,12,10,11,7,6,9,6,7,6,7,9,11,8,10,9,10,9,10,12,12,8,12,11,Pemrograman Mobile
730,730,9,9,8,10,9,5,7,8,8,7,12,8,5,10,9,8,6,3,6,6,6,5,4,8,6,6,3,8,4,5,5,7,2,2,4,11,10,8,9,10,8,8,9,4,7,9,9,7,5,8,Keamanan Komp
731,731,9,9,7,12,9,11,10,6,11,10,9,10,10,11,10,6,5,2,6,5,5,7,4,2,4,8,5,7,5,6,8,8,5,1,6,11,11,10,9,10,8,11,8,8,9,6,2,4,5,4,Keamanan Komp
732,732,10,6,8,7,8,6,5,10,8,7,10,6,10,3,7,10,8,5,4,7,6,4,9,4,6,2,1,2,6,3,5,7,8,5,6,5,9,7,10,8,2,4,6,2,4,9,7,10,8,8,Pemrograman Web
733,733,11,8,6,6,8,9,6,5,2,6,9,10,9,6,8,12,9,5,1,7,10,10,6,10,9,12,9,7,9,9,5,9,4,3,5,5,3,8,1,4,11,8,6,9,8,11,11,7,10,10,Blockchain
734,734,11,7,9,11,10,6,10,2,6,6,5,7,7,10,7,10,6,2,1,5,7,5,3,4,5,12,11,7,11,10,6,5,1,4,4,10,12,8,6,9,5,8,6,3,6,10,8,4,4,6,Pemodelan B. Objek
735,735,5,5,9,3,6,9,6,11,11,9,8,12,11,5,9,10,11,11,11,11,8,11,7,11,9,9,6,6,5,6,8,4,5,7,6,12,10,10,8,10,8,6,3,1,4,7,5,10,8,8,Data Sci IoT
736,736,8,5,10,4,7,8,4,7,8,7,8,6,6,5,6,7,9,8,6,8,9,10,7,5,8,6,10,7,7,8,2,4,2,3,3,5,2,4,3,4,2,4,4,4,4,2,3,3,7,4,Machine Learning Lanjut
737,737,7,8,5,2,6,10,8,10,11,10,10,9,8,7,8,5,2,3,5,4,8,4,6,3,5,12,11,7,7,9,12,11,9,9,10,6,2,2,3,3,10,10,10,11,10,11,8,12,9,10,Data Sci IoT
738,738,8,7,7,12,8,9,5,2,7,6,8,7,11,9,9,12,9,7,11,10,7,10,3,8,7,9,7,12,8,9,11,12,7,3,8,12,8,6,6,8,7,3,2,2,4,11,10,12,10,11,Keamanan Komp
739,739,10,11,6,9,9,11,12,7,11,10,10,8,6,3,7,12,9,6,3,8,12,11,11,11,11,10,7,9,9,9,12,9,5,3,7,10,6,6,3,6,5,3,4,7,5,5,2,1,2,2,Data Sci IoT
740,740,6,8,3,4,5,2,6,1,1,2,10,10,6,9,9,2,5,2,7,4,3,6,7,2,4,5,5,7,9,6,5,7,10,2,6,9,8,7,7,8,2,5,1,2,2,9,9,8,8,8,Keamanan Komp
741,741,10,7,4,7,7,7,11,5,8,8,8,8,12,5,8,7,4,6,2,5,9,8,7,10,8,5,2,1,4,3,9,9,7,5,8,5,4,9,5,6,7,4,6,3,5,8,11,10,6,9,Keamanan Komp
742,742,7,9,8,11,9,8,11,12,4,9,10,11,12,7,10,5,3,4,2,4,8,8,8,8,8,8,6,3,2,5,11,9,5,9,8,7,11,3,6,7,5,6,9,4,6,12,12,12,8,11,Kalkulus 1
743,743,7,3,3,1,4,12,11,11,12,12,8,11,12,11,10,6,10,11,7,8,7,3,4,8,6,6,4,9,6,6,11,12,7,12,10,9,8,12,5,8,10,7,5,9,8,5,2,5,7,5,Pengolahan Gbr Data Sci
744,744,4,6,6,9,6,10,9,8,9,9,8,4,9,1,6,5,7,6,4,6,10,7,7,6,8,9,8,8,6,8,9,9,9,9,9,6,4,6,1,4,4,3,6,5,4,6,2,1,3,3,Machine Learning Lanjut
745,745,7,6,4,8,6,7,9,10,10,9,7,3,6,4,5,11,8,6,11,9,12,12,12,10,12,7,9,10,4,8,7,5,4,4,5,6,9,2,7,6,5,3,4,2,4,5,9,8,7,7,Jaringan Komp
746,746,9,5,7,5,6,7,4,1,4,4,8,10,10,8,9,6,2,2,6,4,11,11,8,4,8,9,11,11,7,10,10,6,7,4,7,7,6,8,7,7,8,5,1,5,5,11,12,9,12,11,Keamanan Komp
747,747,5,4,3,6,4,9,5,5,5,6,9,9,6,10,8,8,9,8,7,8,6,3,6,4,5,7,3,6,4,5,9,5,5,5,6,9,7,5,10,8,7,6,5,4,6,10,10,12,10,10,Blockchain
748,748,2,3,7,3,4,4,8,4,7,6,10,8,9,6,8,10,10,6,8,8,2,1,2,3,2,8,9,10,4,8,10,6,2,3,5,2,6,4,3,4,5,7,2,7,5,9,10,6,5,8,Jaringan Komp
749,749,11,10,6,2,7,6,9,3,6,6,12,10,9,7,10,12,8,12,5,9,9,9,9,8,9,12,11,11,7,10,9,5,6,3,6,11,11,12,11,11,10,6,6,3,6,9,7,6,6,7,Keamanan Komp
750,750,7,11,12,7,9,6,9,5,3,6,8,9,7,8,8,10,7,12,4,8,12,9,8,10,10,7,4,8,7,6,10,11,7,6,8,11,12,10,8,10,10,8,12,10,10,12,12,11,7,10,Pemrograman Web
751,751,6,7,3,6,6,10,9,9,11,10,8,4,5,9,6,8,7,8,10,8,10,6,8,3,7,10,12,6,10,10,7,9,10,6,8,8,10,9,10,9,8,5,3,3,5,9,7,12,11,10,Data Sci IoT
752,752,10,8,4,2,6,6,9,5,6,6,6,10,9,6,8,2,2,1,5,2,7,6,8,9,8,10,10,7,4,8,4,5,1,5,4,7,4,7,6,6,10,6,8,6,8,5,8,7,4,6,Pemodelan B. Objek
753,753,11,11,8,5,9,11,11,8,4,8,11,11,12,8,10,9,8,10,5,8,6,3,5,6,5,8,7,5,7,7,8,10,9,4,8,10,7,3,7,7,10,12,6,7,9,7,5,8,7,7,Pemrograman Mobile
754,754,6,7,7,9,7,6,7,8,9,8,7,5,5,3,5,10,9,11,12,10,12,9,10,8,10,5,2,7,3,4,12,8,4,7,8,7,9,6,5,7,5,3,7,4,5,9,12,5,1,7,Machine Learning Lanjut
755,755,12,8,9,10,10,11,8,12,4,9,7,7,3,5,6,12,10,8,11,10,11,11,12,7,10,11,11,11,7,10,8,5,8,4,6,5,9,4,2,5,7,6,9,2,6,6,4,7,8,6,Jaringan Komp
756,756,8,10,4,6,7,9,10,10,7,9,3,2,5,1,3,10,10,6,7,8,9,9,7,3,7,10,8,8,8,8,9,5,9,7,8,2,1,2,6,3,10,8,9,4,8,6,6,5,2,5,Pemodelan B. Objek
757,757,5,7,9,8,7,7,7,7,10,8,5,1,2,4,3,7,7,8,10,8,10,6,5,4,6,9,12,9,7,9,7,11,8,8,8,9,10,8,8,9,6,10,10,10,9,7,6,6,3,6,Pemrograman Web
758,758,9,8,4,4,6,6,5,5,8,6,8,4,1,2,4,8,8,10,12,10,10,8,9,7,8,10,7,4,2,6,6,9,5,8,7,12,8,11,6,9,11,8,11,6,9,12,8,10,9,10,Jaringan Komp
759,759,11,12,9,10,10,10,11,6,10,9,10,8,11,8,9,6,8,10,7,8,8,7,4,7,6,11,8,12,11,10,7,9,11,4,8,5,8,4,8,6,10,9,8,6,8,5,3,3,5,4,Data Sci IoT
760,760,10,8,5,9,8,5,1,5,1,3,6,3,6,8,6,10,9,9,10,10,5,6,8,8,7,6,3,1,2,3,4,7,8,5,6,2,6,3,1,3,5,6,1,5,4,9,5,10,9,8,Jaringan Komp
761,761,5,5,8,3,5,8,8,10,10,9,8,4,7,9,7,10,8,5,8,8,6,2,6,5,5,11,11,12,12,12,5,4,4,5,4,10,10,7,12,10,11,10,12,9,10,10,12,12,11,11,Pemrograman Web
762,762,8,12,10,6,9,11,10,8,12,10,8,9,5,3,6,8,11,5,5,7,12,8,9,8,9,11,9,9,12,10,10,7,4,3,6,12,10,12,11,11,7,4,3,4,4,6,8,6,3,6,Data Sci IoT
763,763,6,5,2,3,4,8,7,12,4,8,10,7,4,3,6,11,9,9,12,10,11,11,12,9,11,9,8,4,4,6,7,5,1,2,4,9,10,7,3,7,12,12,11,11,12,6,4,6,8,6,Jaringan Komp
764,764,3,7,1,2,3,9,5,10,9,8,4,8,6,1,5,9,7,9,6,8,2,5,3,6,4,2,4,5,6,4,3,2,3,1,2,2,5,4,4,4,2,2,1,2,2,10,10,10,9,10,Data Sci IoT
765,765,11,9,8,8,9,6,2,7,7,6,5,1,4,4,4,5,6,10,10,8,8,12,12,6,10,12,8,7,9,9,10,8,6,8,8,6,2,2,5,4,8,4,8,5,6,11,11,7,9,10,Machine Learning Lanjut
766,766,11,12,12,10,11,7,8,9,12,9,5,9,10,10,8,6,9,6,5,6,12,8,12,12,11,9,11,5,7,8,8,7,6,5,6,8,7,3,6,6,11,9,8,12,10,12,11,11,12,12,Kalkulus 1
767,767,5,6,5,8,6,6,8,8,5,7,5,9,6,2,6,12,10,9,5,9,11,12,11,9,11,8,8,12,7,9,8,12,7,11,10,9,12,12,6,10,8,7,12,6,8,8,8,4,6,6,Pengolahan Gbr Data Sci
768,768,10,10,9,7,9,3,3,6,4,4,5,8,8,6,7,5,3,8,6,6,6,8,9,7,8,3,4,5,4,4,9,6,10,2,7,2,2,7,7,4,8,8,6,9,8,9,5,9,2,6,Pemrograman Mobile
769,769,7,5,5,5,6,7,6,5,7,6,10,8,12,7,9,11,10,6,11,10,6,3,3,1,3,6,8,3,5,6,12,8,6,9,9,7,6,5,6,6,9,7,9,5,8,8,8,7,9,8,Pengolahan Gbr Data Sci
770,770,9,5,8,9,8,5,6,2,2,4,6,9,11,9,9,8,6,4,6,6,9,7,8,3,7,8,10,4,6,7,6,4,7,7,6,11,11,11,8,10,11,11,8,10,10,5,2,5,1,3,Pemrograman Web
771,771,11,10,6,4,8,8,5,5,8,6,11,11,7,5,8,6,4,6,6,6,8,5,2,3,4,6,9,5,9,7,9,8,8,12,9,5,1,6,6,4,11,12,8,5,9,12,11,10,9,10,Blockchain
772,772,10,7,4,2,6,10,10,9,6,9,3,7,8,1,5,5,1,2,3,3,4,2,5,5,4,9,7,9,6,8,9,6,5,1,5,10,9,9,6,8,6,10,10,3,7,8,9,9,6,8,Data Sci IoT
773,773,8,4,3,1,4,10,11,10,9,10,9,9,9,6,8,10,7,4,6,7,11,8,10,4,8,7,9,6,7,7,7,11,5,4,7,12,12,11,12,12,8,5,10,4,7,11,12,7,10,10,Pemrograman Web
774,774,8,8,9,12,9,8,9,8,12,9,6,7,10,10,8,12,12,10,12,12,9,12,11,8,10,8,9,11,9,9,7,11,6,3,7,10,11,8,6,9,12,12,9,10,11,10,8,8,12,10,Machine Learning Lanjut
775,775,9,7,5,2,6,5,3,3,2,3,10,10,11,10,10,6,8,7,6,7,8,6,2,7,6,6,6,3,8,6,6,9,4,4,6,11,8,6,4,7,11,7,11,4,8,12,11,10,7,10,Pemrograman Mobile
776,776,9,5,2,6,6,8,10,5,3,6,6,4,8,7,6,2,6,5,4,4,10,9,5,4,7,9,10,10,10,10,2,3,7,2,4,2,6,3,2,3,2,6,3,7,4,4,2,3,3,3,Machine Learning Lanjut
777,777,8,12,9,8,9,8,10,8,5,8,9,12,8,12,10,8,10,6,10,8,9,9,7,8,8,12,10,9,8,10,8,10,5,10,8,7,11,3,1,6,6,6,6,5,6,10,12,12,9,11,Blockchain
778,778,6,4,1,3,4,11,12,11,12,12,11,9,8,12,10,6,8,11,8,8,12,9,11,5,9,10,9,10,8,9,9,10,10,12,10,5,3,3,2,3,8,9,10,6,8,5,1,1,4,3,Keamanan Komp
779,779,8,5,2,4,5,9,11,10,9,10,10,6,5,6,7,10,6,7,4,7,6,4,3,7,5,10,11,10,12,11,8,11,12,12,11,5,7,10,10,8,10,11,8,7,9,8,6,5,5,6,Data Sci IoT
780,780,7,7,7,6,7,7,4,1,1,3,2,1,3,2,2,3,1,1,6,3,9,8,4,3,6,4,6,2,4,4,9,5,4,9,7,6,8,3,5,6,4,4,8,9,6,9,7,7,4,7,Kalkulus 1
781,781,11,8,6,6,8,9,10,11,12,10,5,7,7,10,7,12,12,8,11,11,12,9,12,6,10,9,5,7,1,6,8,5,2,6,5,10,12,9,5,9,8,7,9,11,9,7,3,4,3,4,Machine Learning Lanjut
782,782,8,6,6,11,8,9,9,10,5,8,5,6,8,5,6,6,6,7,11,8,6,8,10,2,6,10,7,12,6,9,9,11,7,3,8,12,11,9,12,11,12,11,8,11,10,6,2,6,1,4,Pemodelan B. Objek
783,783,9,5,3,8,6,9,9,12,11,10,5,5,6,7,6,8,10,10,8,9,11,8,7,10,9,10,8,4,1,6,7,8,5,8,7,10,8,9,11,10,10,8,12,12,10,12,9,12,10,11,Data Sci IoT
784,784,9,10,5,3,7,8,6,5,1,5,2,1,3,3,2,10,10,9,6,9,9,6,9,8,8,7,8,5,7,7,6,4,3,5,4,10,8,7,3,7,7,10,7,7,8,2,6,1,6,4,Pemrograman Mobile
785,785,10,8,11,9,10,8,7,10,4,7,8,4,3,8,6,11,8,7,10,9,10,8,5,9,8,6,6,5,6,6,6,9,4,5,6,9,6,4,9,7,10,7,7,3,7,8,11,10,5,8,Jaringan Komp
786,786,7,6,9,11,8,7,11,10,7,9,9,6,7,8,8,12,12,8,4,9,7,8,12,11,10,11,11,9,9,10,7,5,6,4,6,10,7,9,3,7,11,11,10,12,11,8,5,2,3,4,Pemodelan B. Objek
787,787,6,9,5,9,7,6,5,8,6,6,7,3,4,1,4,11,8,11,4,8,6,6,9,2,6,10,10,6,11,9,5,8,4,3,5,9,8,12,5,8,7,10,3,7,7,9,5,8,6,7,Pemrograman Web
788,788,7,8,9,5,7,8,9,8,6,8,4,3,6,5,4,9,10,5,3,7,7,4,7,6,6,4,4,6,9,6,6,9,5,7,7,6,4,5,8,6,3,4,1,1,2,4,7,7,5,6,Data Sci IoT
789,789,12,11,8,8,10,12,8,12,4,9,8,5,9,3,6,10,7,7,3,7,8,7,12,3,8,5,1,5,6,4,11,7,8,12,10,8,5,8,5,6,7,10,5,6,7,6,3,5,2,4,Pengolahan Gbr Data Sci
790,790,7,3,8,4,6,5,7,2,7,5,8,11,8,9,9,12,10,8,8,10,12,12,11,8,11,11,10,8,8,9,5,2,5,2,4,12,9,10,5,9,11,7,12,3,8,5,8,7,2,6,Jaringan Komp
791,791,9,6,9,6,8,8,4,8,4,6,12,12,11,12,12,6,2,7,7,6,12,11,11,9,11,8,6,11,6,8,10,10,6,10,9,9,7,5,1,6,9,7,11,12,10,12,9,7,3,8,Keamanan Komp
792,792,7,3,6,7,6,4,8,6,4,6,3,3,7,3,4,10,9,8,6,8,5,6,8,9,7,10,8,8,9,9,8,5,2,3,4,2,5,7,6,5,4,4,8,4,5,7,6,7,9,7,Pemodelan B. Objek
793,793,9,10,8,8,9,8,5,3,3,5,11,9,8,5,8,9,10,8,11,10,6,7,6,10,7,5,7,6,8,6,9,10,11,6,9,6,6,8,9,7,5,5,9,3,6,7,10,8,10,9,Jaringan Komp
794,794,10,8,5,3,6,5,7,5,6,6,5,9,3,1,4,6,5,2,3,4,7,6,9,11,8,12,9,8,12,10,12,10,9,6,9,11,7,9,10,9,12,11,9,10,10,10,7,3,2,6,Pengolahan Gbr Data Sci
795,795,11,9,9,6,9,10,6,9,4,7,11,9,10,5,9,11,12,8,6,9,8,4,1,3,4,6,10,6,3,6,8,10,9,10,9,11,12,10,9,10,6,2,3,4,4,10,12,10,7,10,Kalkulus 1
796,796,3,5,7,2,4,8,8,10,9,9,9,5,10,2,6,4,6,1,5,4,8,10,7,8,8,8,9,4,5,6,4,7,9,2,6,5,1,3,2,3,2,2,1,1,2,4,1,3,2,2,Machine Learning Lanjut
797,797,10,7,6,9,8,6,10,8,5,7,8,5,7,3,6,5,1,6,6,4,11,10,6,9,9,7,7,11,3,7,12,8,11,9,10,11,10,11,12,11,5,9,1,2,4,6,10,5,7,7,Machine Learning Lanjut
798,798,8,6,3,5,6,8,12,4,2,6,8,4,8,3,6,9,5,10,10,8,11,9,12,7,10,5,7,8,1,5,7,6,7,5,6,11,8,7,6,8,8,10,11,8,9,8,10,9,10,9,Machine Learning Lanjut
799,799,12,11,10,12,11,11,12,12,7,10,12,10,7,10,10,8,10,12,11,10,11,12,7,4,8,12,11,12,9,11,5,1,6,6,4,7,4,9,5,6,9,7,12,10,10,8,11,5,4,7,Data Sci IoT
800,800,9,6,2,2,5,6,6,4,4,5,2,3,5,3,3,9,9,10,7,9,4,4,5,1,4,5,3,7,1,4,10,8,8,7,8,7,9,4,1,5,9,6,8,7,8,5,5,6,1,4,Jaringan Komp
801,801,5,4,5,1,4,9,10,11,9,10,9,9,8,12,10,8,6,7,11,8,7,10,12,10,10,7,8,6,10,8,8,7,12,8,9,5,2,3,7,4,6,4,3,4,4,6,5,10,6,7,Data Sci IoT
802,802,7,7,12,12,10,7,10,3,4,6,5,1,2,4,3,6,5,5,1,4,5,1,6,4,4,5,3,1,2,3,12,11,8,12,11,6,10,2,4,6,6,8,9,10,8,5,8,7,4,6,Kalkulus 1
803,803,11,8,9,8,9,8,11,6,4,7,5,7,10,8,8,10,6,4,3,6,5,1,6,3,4,12,9,6,2,7,10,7,3,8,7,9,5,7,3,6,7,9,7,12,9,8,11,10,7,9,Pemrograman Mobile
804,804,7,4,9,7,7,2,6,2,1,3,5,2,4,4,4,9,7,9,5,8,10,7,6,6,7,9,6,8,10,8,3,1,1,1,2,10,7,6,2,6,8,10,8,8,8,10,10,9,6,9,Jaringan Komp
805,805,9,11,10,11,10,11,10,11,8,10,5,1,3,5,4,11,9,9,11,10,10,11,9,5,9,7,10,11,5,8,9,10,10,12,10,9,12,12,8,10,8,8,8,6,8,9,12,8,8,9,Data Sci IoT
